,case_id,context,article_list,keywords
368,case_id=360151441&case_uid=f06944fd-4a88-4c26-a3fd-cfa2218f9a96,"['тку. Он (Потерпевший №1) прижал ФИО руками к сидению, так ФИО был доставлен в дежурную часть. В дежурной части ФИО продолжал оскорблять и унижать его, высказывал нецензурные слова, смысл которых лицо нетрадиционной ориентации, гнилой, жирный, не совсем нормальный. ФИО делали замечание, просили прекратить даже понятые. Он (Потерпевший №1) ФИО не угрожал, а предупреждал, что может наступить уголовная ответственность. Агре']"," ст.318 ч.1,ст.319",['нетрадиционной ориентац']
369,case_id=397994599&case_uid=8954f028-d8e0-491d-aca8-547ef069f6a2,"['орваться на третий этаж, чему он воспрепятствовал. После чего Курагина, находясь в возбужденном состоянии, на повышенных тонах высказалась в его адрес в нецензурной форме, назвав лицом нетрадиционной сексуальной ориентации, тем самым оскорбив его, после чего нанесла ему открытой ладонью по левой стороне лица удар, от которого он испытал физическую боль, и у него остались царапины под левым глазом и на левой стороне л']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
370,case_id=389115758&case_uid=140a985e-1cfe-4f9c-afd4-4437933956f9,"['ловек пытается убежать от сотрудников полиции, они находились в форменном обмундировании, требовали от молодого человека остановиться, на что тот стал оскорблять их нецензурной бранью, называл лицами нетрадиционной ориентации, размахивал активно руками в непосредственной близости от сотрудников. На террасе в этот момент находилось около 10 гостей кафе, данных которых она не знает, а также сотрудник кафе - администратор ']"," ст.318 ч.2,ст.319",['нетрадиционной ориентац']
371,case_id=65401846&case_uid=39adcdbb-9644-4757-adb7-4110d7cd8cf8,"['в, процесса их сексуальной стимуляции, изображение стандартных и нестандартных форм сексуальной активности, натуралистическое изображение обнаженных эрегированных мужских половых органов, в том числе трансгендера, в форме унижающей человеческое достоинство, подробная фиксация физиологии и анатомии суррогатных форм сексуальных отношений, реальность и чрезмерная натуралистичность стандартной, нестандартной и су']",ст.242 ч.3 п.б,['трансгендера']
372,_id=272500197&_uid=e284b54d-8f34-48bb-b2ac-f177e636cd50,"[' соответствующие общепринятым нормам поведения в обществе, а именно используя нецензурные, оскорбительные выражения, используя нецензурное обозначение мужского полового органа, мужчины нетрадиционной сексуальной ориентации и другие грубые, нецензурные и оскорбительные выражения, попирающие не только человеческое достоинство, но и затрагивающие профессиональное, служебное достоинство представителя власти, чем оскорбил']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
373,2021_77_10-1280_2021_московского_5142.json,"['в применил к *** физическое насилие и отобрал у него мобильный телефон.\nМежду тем в ходе досудебного производства Ганиев показал следующее.\nВ частности, он сообщил, что Курбанов и лицо нетрадиционной сексуальной ориентации - ***, знали друг друга. Испытывая на этой почве неприязнь к ***у, он предложил Курбанову избить трансгендера. На это предложение Курбанов ответил согласием. Кроме того, в избиении *** решило участ', 'ится в итоговом судебном решении.\nТак, в ходе судебного разбирательства сам Ганиев не оспаривал, что 6 марта 2019 года он, его бывший одноклассник - Курбанов, и другое лицо договорились встретиться с трансгендером - ***. Во время встречи, дополнил Ганиев, между ним и *** возник конфликт, в ходе которого он применил к последнему физическое насилие и отобрал у него различное имущество - мобильные телефоны и дене']",,"['сексуальной ориентац', 'трансгендером']"
374,_uid=d2eae257-23af-437d-931e-cdf081ccb0d6,"[' была кровь. Она стала возмущаться этим, и стала спрашивать, что наделал ФИО55, на что ФИО3 пояснил, что он застрелил ФИО2, так как когда они вдвоем выпивали, ФИО2 назвал ФИО3 мужчиной нетрадиционной сексуальной ориентации, стал кидаться на него с ножом. Как она поняла из рассказа ФИО3, что при нём самом ружья не было в момент ссоры. Но он не рассказывал о том, что он ходил за ружьем. Кроме того, до убийства она виде']",ст.105 ч.1,['сексуальной ориентац']
375,case_id=94121078&case_uid=122edf82-0877-4d91-b2af-98235174e390,"[' между М. С.В. и потерпевшим Я. Е.Г. произошел словесный конфликт. В ходе возникшего конфликта потерпевший Я. Е.Г. выразился в адрес М. С.В. грубой нецензурной бранью, назвав его лицом нетрадиционной сексуальной ориентации. В результате этого у М. С.В. возникли личные неприязненные отношения к Я. Е.Г. и преступный умысел, направленный на умышленное причинение тяжкого вреда здоровью, опасного для жизни Я. Е.Г.\nРеализу']",ст.111 ч.4,['сексуальной ориентац']
376,case_id=245173604&case_uid=51b6e3c2-9385-4ce3-b572-68d08fe486fb,"[' галерее телефона он увидел ряд фотографий и видео, содержащих детскую порнографию. С Э.В. и Зеленый П.П. стали задавать Виталию Бортниковувопросы, о причастности последнего к лицам, с нетрадиционной сексуальной ориентацией, однако В на эти вопросы отвечал вскользь. Для устрашения, и придания серьезности ответам ВиталияБортникова, Э Смаиловпринес в комнату сапожный молоток. Э.С. он задал очередной вопрос касаемо стра']",ст.162 ч.2,['сексуальной ориентац']
377,2022_77_01-0064_2022_кунцевский_8.json,"['огольные напитки в\xa0жилище последнего по адресу: адрес. В ходе распития алкогольных напитков Хайлов В.В. предложил Попову\xa0А.В. вступить с ним в мужеложство, на что последний, будучи лицом традиционной сексуальной ориентации, ранее отбывавшим наказание в виде лишения свободы в исправительной колонии, воспринял данное предложение как личное оскорбление и в указанный период времени после предложения Хайлова В.В. сформиро', 'бсолютно неприемлемы и задевают его мужское достоинство, он является человеком, который ранее отбывал наказание в исправительной колонии, в связи с чем у него сложилось понимание, что мужчин, имеющие гомосексуальные наклонности, надо всячески унижать и вообще устранять от нормального общества. Попов А.В. встал с кухонного уголка, на котором сидел и начал оскорблять нецензурной бранью ... при этом также сказав по', 'пов\xa0А.В. с ранее ему знакомым Хайловым В.В. распивали алкогольные напитки в\xa0жилище последнего по адресу: адрес. В ходе распития алкогольных напитков Хайлов В.В. предложил Попову\xa0А.В. вступить с ним в мужеложство, на что последний, будучи лицом традиционной сексуальной ориентации, ранее отбывавшим наказание в виде лишения свободы в исправительной колонии, воспринял данное предложение как личное оскорбление и ']",,"['сексуальной ориентац', 'гомосексуальные', 'мужеложство']"
378,case_id=257300716&case_uid=be6aa77a-1828-446f-a24a-bbb046e63588,"['за столом с Потерпевший №1 и их общими знакомыми Левченко Валерием, Рудик Анастасией, Свидетель №1, Свидетель №2, Васильченко Владиславом, разговаривали на различные темы, затем он узнал, что Герасим нетрадиционной ориентации, а именно то, что он занимался оральным сексом. Он попросил Потерпевший №1 выйти на улицу и спросил у него, знал ли Потерпевший №1 про этот факт до их совместной поездки с Герасимом, на что он отве']",ст.163 ч.2 п.в,['нетрадиционной ориентац']
379,_id=263449628&_uid=f9dd6a34-e6c9-4f83-b193-8c621daf3ec0,"['ь много выпили. Сколько она спала точно сказать не может, но не очень много. Проснулась от того, что между фио 2 и Тельновым происходила ссора. фио 2 кричал, оскорблял Тельнова, обзывать его «мужчина нетрадиционной ориентации в грубой форме», затем фио 2 схватил свой половой член рукой и стал демонстрировать Тельнову. Но при этом фио 2 не раздевался, тот находился в шортах. Тельнов его просил успокоиться говорил «хватит']",ст.105 ч.1,['нетрадиционной ориентац']
380,case_id=186280074&case_uid=1503d6ec-b681-47ed-a2f9-1e55d5aa5905,"['стал кричать в его адрес, что он (ФИО1) сейчас его (Коваленко Ю.Г.) изобьет, при этом выражался грубой нецензурной бранью, обзывая его нецензурным словом, означающим лицо мужского пола нетрадиционной сексуальной ориентации, «козлом». ФИО1 и он в это время стояли в прихожей квартиры, рядом с порогом, примерно на расстояние вытянутой руки друг от друга. Он увидел, что слева, на полу рядом с дверью, ведущей в туалет, ле']",ст.105 ч.1,['сексуальной ориентац']
381,case_id=184926278&case_uid=31804e57-78ec-4178-b697-4b44f0a5fbcc,"['ства, судья их отклонял, потом Полтавец сказал судье Потерпевший №1: «слышь, ты, вызови скорую», судебное заседание дальше продолжилось, потом Полтавец оскорбил судью Потерпевший №1, назвав человеком нетрадиционной ориентации. Оскорбляя судью, Полтавец смотрел именно на него. Оскорбления слышали все находящиеся в зале судебного заседания. Точно, не помнит, но вроде бы подсудимый оскорбил судью один раз.\nСколько раз Полт']",ст.297 ч.2,['нетрадиционной ориентац']
382,_id=103760901&_uid=e00fff65-ee11-4df0-80d3-2651e1bb87fa,"['кающей решётки, пытаясь выбить ее. Он увидел, что в адрес ФИО9 осужденные ФИО3, Мирзазаде выкрикивали слова нецензурной брани, а именно сравнивали в грубой и нецензурной форме с лицами нетрадиционной сексуальной ориентации, посылали на мужской половой орган, в грубой и нецензурной форме называли презервативом. Они (сотрудники) стояли возле отряда с целью не допустить выход осужденных из локальной секции отряда, поско']",ст.321 ч.2,['сексуальной ориентац']
383,case_id=163653614&case_uid=9a704576-bb15-4179-9657-1f056f58ed0b,"['желая этого, публично, в присутствии посторонних граждан ФИО\\10, Свидетель №1 и Свидетель №2 оскорбил Киселева Е.А. и Потерпевший №1 нецензурной бранью, назвав их в грубой форме лицами нетрадиционной сексуальной ориентации и другими оскорбительными фразами, которые по своему содержанию унижают честь и достоинство потерпевших, как сотрудников полиции, в связи с исполнением ими своих должностных обязанностей по пресече']"," ст.158 ч.3 п.г,ст.319",['сексуальной ориентац']
384,case_id=103995722&case_uid=32e9c9b4-7e46-41c5-8a14-4a656d7672c1,"[' трогать, Свидетель №6 схватил сети в мешках и отнес их в багажник его машины. Юшков, не отдавая лодку, неоднократно оскорблял его словами: «алкаш», «козел», словом, означающим мужчину нетрадиционной сексуальной ориентации, высказывался в отношении него нецензурной бранью. Потом Юшков, тянув на себя лодку одной рукой за веревку, находящуюся на лодке, отталкивал его и, схватив его другой рукой за его комуфлированную м']",ст.318 ч.1,['сексуальной ориентац']
385,case_id=88954045&case_uid=5623d855-8f3e-4f64-ac58-6376dd1ff93d,"['3 и Потерпевший №1, находившихся при исполнении своих должностных обязанностей, и в связи с их исполнением, назвав их заведомо бранным, неприличным, в том числе, нецензурным словом, имеющим значение «гомосексуал, человек низких моральных принципов», сопровождая грубой нецензурной бранью, плюнула в лицо Потерпевший №1, тем самым, умышленно, в неприличной форме, публично унизила честь, личное и профессионально']",ст.318 ч.1,['гомосексуал']
386,case_id=204039344&case_uid=a0bfc530-9008-42e8-9419-d5df098bcf56,"['го опьянения. Дома были мать и брат Г. также в алкогольном опьянении. У него с братом возник конфликт и драка, они нанесли друг другу удары по туловищу, брат его оскорбил, назвав лицом нетрадиционной сексуальной ориентации. Он на это обиделся, сказал, что ударит того ножом, пошел в прихожую, взял с тумбочки нож. Брат подошел к нему, он нанес тому один удар ножом в область между грудной клеткой и животом справа, после']",ст.111 ч.2 п.з,['сексуальной ориентац']
387,case_id=97746559&case_uid=0ff3e8d6-6f6b-4001-b089-e61e28b2c7c8,"['ИО4, а также сотрудников полиции ФИО5 и ФИО6, умышленно, публично оскорбил ФИО1, высказал в неприличной форме грубые, нецензурные слова оскорбительного характера, означающие человека с нетрадиционной сексуальной ориентацией, имеющего опыт полового сношения в качестве пассивной стороны, унижая этим честь и достоинство ФИО1 и подрывая тем самым нормальную деятельность и авторитет органов власти.\nВ связи с описанным выш']",ст.318 ч.1,['сексуальной ориентац']
388,_id=269765387&_uid=c9db9b12-831a-464f-80bd-e7544e707d0f,"['ексику, высказал в адрес старшего полицейского Потерпевший №2 и командира отделения Потерпевший №1 оскорбления, сопровождающиеся грубой нецензурной бранью, сравнивая последних с лицами нетрадиционной сексуальной ориентации, средствами контрацепции, используя другие нецензурные выражения, публично унизив, таким образом, честь и достоинство сотрудников ВНГ России.\nТаким образом, своими умышленными действиями ФИО1 совер']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
389,case_id=29136309&case_uid=e82ee536-ad95-4051-b19a-bb71843edbcd,"['П, ААН, АКП и СЗ в квартире ____, где они употребляли спиртные напитки.\nВ указанный период времени в указанном месте в ходе распития алкогольных напитков Лазареву Д.А. стало известно о нетрадиционной сексуальной ориентации СПП., в результате чего у Лазарева Д.А. на почве личных неприязненных отношений возник преступный умысел, направленный на умышленное причинение СПП тяжкого вреда здоровью, опасного для жизни челове']",ст.111 ч.4,['сексуальной ориентац']
390,case_id=131634000&case_uid=6be365f8-d984-4f7e-8768-81b8b7f44d2f,"['вышел. Предложил ему (ФИО2) поговорить по-мужски, снять погоны, в том плане чтобы он не находился в форме, поговорить по граждански. Пооскорбляли друг друга, после чего он (ФИО2) назвал его человеком нетрадиционной ориентации, но только в грубой оскорбительной форме, что он посчитал за оскорбление и из-за этого он его (ФИО2) толкнул и решил ударить. Его (Разукова) действия предотвратил другой сотрудник. После чего сотру']",ст.318 ч.1,['нетрадиционной ориентац']
391,_id=314306047&_uid=6f2b0ae2-2f37-4587-9903-522818174688,"['тиницы, на что Танцис отказался и начал выражаться грубой нецензурной бранью в его адрес, а именно: послал его на мужской половой орган в грубой нецензурной форме, обозвал его мужчиной нетрадиционной сексуальной ориентации в грубой нецензурной форме, кем фактический он не является. Данными оскорблениями, Танцис Д.З. причинили ему моральный вред и оскорбили его честь и достоинство, как представителя власти при исполне']"," ст.319, ст.318 ч.1,ст.319",['сексуальной ориентац']
392,case_id=179111699&case_uid=f37a2935-2441-431f-8201-f408ee1faed0,"[' отреагировал бурно и стал выражаться в адрес УУП Ганиева А.М. словами грубой нецензурной брани, сравнивать Ганиева А.М. с животным, применяя такие слова, как «Мент», «Мусор», мужчина не традиционной сексуальной ориентации и иные слова, которые оскорбляли УУП Ганиева А.М., оскорбления были направлены именно на Ганиева А.М., так как Ряховских А.И. при оскорблении смотрел на Ганиева А.И. и указывал на него словами «ты ']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
393,case_id=128706927&case_uid=41b0cbb8-8e56-4854-8cdb-dd546bb8920f,"['ез некоторое время пришел четвертый мужчина, присоединившийся к совместному распитию спиртного. Проходя мимо указанных мужчин, она слышала, как последние, подошедшего парня и его брата грубо называли гомосексуалистами. Примерно в 19 часов 40 минут она услышала со стороны указанной лавочки громкие крики мужчин, свидетельствующие о причинении им сильной боли. Бежавшие дети кричали, что дядя порезал ножом двоих мужчи']"," ст. 30 ч.3, ст.105 ч.2 п.а,ст.105 ч.1",['гомосексуалистами']
394,case_id=162204680&case_uid=6f6451cc-194f-4a03-982e-8263a7d46149,"['сигаретами, где остался курить, а он, Свидетель №2 и Потерпевший №1 остались в кухне. Потерпевший №1 находясь в состоянии сильного опьянения назвала его нецензурным словом, связанным с нетрадиционной сексуальной ориентацией. Его это оскорбило, он встал со стула, подошел к Потерпевший №1 и несколько раз нанес удары кулаками по лицу Потерпевший №1. От ударов Потерпевший №1 упала на пол. Когда Потерпевший №1 упала на по']",ст.111 ч.1,['сексуальной ориентац']
395,case_id=318197807&case_uid=e8b2cd34-d2d4-48e8-beb0-f167cf3450a4,"['возле кухонного стола напротив них, далее они стали распивать алкоголь, в какой –то момент, ФИО1 сказал, что Потерпевший№1 ему не налил рюмку, на что Потерпевший№1 оскорбил ФИО1 лицом не традиционной сексуальной ориентации, и сказал, что таким не наливает, на слова Потерпевший№1, ФИО1 разозлился, встал резко с дивана, взял нож с бело-зеленой рукояткой с кухонного стола и сел обратно на диван рядом с Потерпевший№1, пр']",ст.111 ч.4,['сексуальной ориентац']
396,case_id=181735174&case_uid=2946587a-4edd-41a5-9feb-b1625869e38c,"['происходило в присутствии ФИО138 ФИО63 и Улицкого. Турагалиев начал говорить ему, чтобы он взял на себя вину в краже икон и если он не признается в этом, его посадит в камеру к лицам с нетрадиционной сексуальной ориентацией. \nЗатем Улицкий сказал ФИО139 и ФИО63, чтобы они отвели его на освидетельствование на наличие наркотических веществ в больницу. Все вышли из кабинета, в коридоре он увидел жителя их села ФИО64. В ']",ст.286 ч.3 п.а,['сексуальной ориентац']
397,case_id=347708472&case_uid=d86f6392-4906-41da-9a92-6543252dc6dc,"['обности осознавать фактический характер и общественную опасность своих действий либо руководить ими в настоящее время. Кроме того, у него обнаружено расстройство в форме половой идентификации в форме транссексуализма, которое также не лишает его способности осознавать фактический характер и общественную опасность своих действий либо руководить ими (2 том л.д. 93-97). \nПри назначении вида и размера наказания суд у']"," ст. 30 ч.3, ст.228.1 ч.3 п.б,ст. 30 ч.3, ст.228.1 ч.3 п.б, ст. 30 ч.3, ст.228.1 ч.4 п.г",['транссексуализма']
398,_uid=99611cac-f95d-4271-b9ae-0273f494daa8,"['ворить ему неприятные нецензурные слова, зачем он говорил ему эти слова он не понимал, так как крепко спал. В это время К.С.И, тоже начал «прикалываться» над ним на эту тему, говорил, что он возможно нетрадиционной ориентацией. Их слова разозли его и он стал возмущаться. Затем набросился на К.С.И,, стал его толкать и ругаться на него, но в их конфликт вмешался А.М.В., встал между ними и разнял их, после чего они немного']",ст.105 ч.1,['нетрадиционной ориентац']
399,case_id=388750416&case_uid=ab6c3a80-117c-4d69-98a3-3453536c1bd1,"['16 часов он и ФИО1 находились уже в сильном алкогольном опьянении. В ходе распития алкогольных напитков ФИО1 начала его оскорблять грубыми нецензурными словами, называла его мужчиной с нетрадиционной сексуальной ориентацией. В ответ он ей ничего не говорил, просто рассердился на нее, схватил правой рукой на кухонном столе нож с красной рукоятью, который лежал на столе. Они стояли на кухне у кухонного стола, лицом к л']",ст.105 ч.1,['сексуальной ориентац']
400,case_id=283723695&case_uid=71aeb80a-043c-4436-965c-a3f5c06ff4b5,"['пришел в дом к У. около 19 часов вечера. Также когда он убирал разбросанные по полу пустые бутылки Б. стал справлять малую нужду на пол. При этом на его замечание, Б. его обозвал лицом нетрадиционной сексуальной ориентации. Что для него было неприемлемо. Около 22.30 часов У. отдал ему карту и паспорт и попросил сходить за водкой. Когда он выходил, то увидел, как У. наносит два удара чайником по голове Б.. Он отобрал ']","ст.325 ч.2, ст.158 ч.3 п.г, ст.105 ч.1",['сексуальной ориентац']
401,_uid=0b988fed-eb5d-4356-8902-4a41a2a0f99e,"['щее о противоправности поведения потерпевшего ФИО3 Д.А., явившегося поводом для совершенного Азаматовым Д.М. преступления (находился в нетрезвом состоянии, называл Азаматова Д.М. лицом нетрадиционной сексуальной ориентации и оскорблял его в нецензурных выражениях, унижающих его как мужчину, оскорблял покойную мать Азаматова Д.М.), суд считает, что Азаматов Д.М., нанеся ФИО3 Д.М. один удар ножом в правую половину груд', 'рной бранью, предложил тому идти спать. В этот момент ФИО3 встал с места, схватил его за одежду и высказался в его адрес грубой нецензурной бранью, смысл которой сводился к тому, что ФИО3 обозвал его гомосексуалистом, сказал, что ФИО3 вступал в половую связь с его мамой. Его это очень оскорбило. Он потерял над собой контроль. На столе рядом с ним лежал нож, которым они резали продукты. Нож длинный, с нешироким ле']",ст.105 ч.1,"['сексуальной ориентац', 'гомосексуалистом']"
402,case_id=236933647&case_uid=2d3b15c8-1a80-4a84-a2e3-eae8db625e75,"['рации исправительного учреждения. Отметил, что, в действительности, он таковым не является. Его оскорбили также слова Потерпевший №1 в его адрес, что он, Миндоров, якобы является лицом нетрадиционной сексуальной ориентации. Из-за нанесенных оскорблений у Миндорова возникло чувство обиды. Пояснил, что в этот момент он находился на диване, а Потерпевший №1 стоял перед ним, что мешало Миндорову уйти. Утверждает, что пос']","ст. 30 ч.3, ст.105 ч.1",['сексуальной ориентац']
403,case_id=342510564&case_uid=aecbd77e-f8db-413b-b407-274427055222,"['около подъезда ДАННЫЕ ИЗЪЯТЫ АДРЕС ИЗЪЯТ, стал выражаться в адрес полицейского ФИО25 грубой нецензурной бранью, а именно, направил на мужские и женские половые органы, называл мужчиной нетрадиционной сексуальной ориентации, а также высказывал в его адрес иные оскорбления, выраженные при помощи грубой ненормативной лексики, унижающие честь и достоинство, которые он на данный момент не помнит, так как находился в состо']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
404,case_id=257293506&case_uid=e6e9419c-df79-4f38-bbff-546bd4655b7e,"[' к ним физическую силу, а именно изобьют и отберут денежные средства. Также в высказываниях Хоружего А.П. и Ветрова Р.А. была ненормативная лексикой, те сравнивали их компанию с лицами нетрадиционной сексуальной ориентации, а также лицами, которые не отвечаю за свои действия. Их угрозы они восприняли всерьез. Бирюков М.И. отказался передать денежные средства, и попросил Хоружева А.П. и Ветрова Р.А. оставить их компан']",ст.162 ч.2,['сексуальной ориентац']
405,case_id=367082410&case_uid=28895a34-4202-47af-aa78-dbbed5234313,"['ой был гироскутер. Колтунов был на велосипеде и стоял возле павильона «Дядя Денер». Колтунов окрикнул его, спросил есть ли у него деньги, он ответил, что нет. Колтунов назвал его лицом нетрадиционной сексуальной ориентации, ударил правой ногой. Допускает, что Машков мог рассказать Колтунову о ссорах с ним ранее, поэтому Колтунов ударил его из личных неприязненных отношений. Колтунов нанес около 25 ударов руками и ног']","ст.167 ч.1, ст.162 ч.2,ст.162 ч.2",['сексуальной ориентац']
406,case_id=40767246&case_uid=f2c296ea-49bb-4946-bccf-4774f51f2906,"['лее – Лицо2), осведомленного от лица, уголовное дело в отношении которого выделено в отдельное производство (далее – Лицо1), о том, что последний в сети «Интернет» познакомился с лицом нетрадиционной сексуальной ориентации, вступили в предварительный сговор с Лицом1, лицом, уголовное дело в отношении которого выделено в отдельное производство (далее – Лицо3), направленный на хищение денежных средств ФИО1, как под угр']"," ст.163 ч.2 п.п.а,в,г,ст.161 ч.2 п.п.а,г",['сексуальной ориентац']
407,case_id=97746594&case_uid=e0267688-0bfc-4284-83d0-0c2d35012ade,"['положенном по адресу: <адрес>, где познакомился с мужчиной по имени А.. В указанном месте они распивали с данным мужчиной спиртные напитки. Тогда же, А. рассказал Морозову И.В. о том, что он является гомосексуалистом и придерживается мазохистских наклонностей, любит секс с элементами жестокости, получает удовольствие от того, что его душат за шею во время полового акта. В один из дней, во время распития спиртных ', 'у: <адрес>, распивали спиртные напитки.\nВ ходе распития спиртного, находясь в указанное время в указанном месте, ФИО1 вступил с Морозовым И.В. в обоюдно добровольные действия сексуального характера – мужеложство. В ходе совершения добровольных действий сексуального характера - мужеложства, на почве внезапно возникших личных неприязненных отношений, у Морозова И.В. возник умысел на причинение тяжкого вреда зд']",ст.111 ч.1,"['гомосексуалистом', 'мужеложство']"
408,_id=288010793&_uid=b2a293ab-ff8f-4731-8093-4514327ab319,"['власти при исполнении им своих должностных обязанностей, умышленно высказав в адрес сотрудника полиции оскорбления, а именно послал его в сторону мужского полового органа, назвал лицом нетрадиционной сексуальной ориентации, то есть грубые нецензурные выражения, унижающие его честь и достоинство, тем самым унизил честь и достоинство представителя власти Потерпевший №1 не только в его глазах, но и в глазах присутствующ', ' ФИО11. При этом ФИО8 пытался сопротивляться своему задержанию. На улице ФИО8 повернувшись в сторону Потерпевший №1, послал его в сторону мужского полового органа, а также назвал лицом нетрадиционной гомосексуальной ориентации, после чего данный сотрудник несколько раз сказал ФИО8, что за оскорбление сотрудника полиции предусмотрена уголовная ответственность, на что ФИО8 никак не отреагировал и продолжил оскорбл']"," ст.318 ч.1,ст.319","['сексуальной ориентац', 'гомосексуальной']"
409,_id=293101934&_uid=0ad1b2e7-111d-4922-a49b-9d96d7bb4b01,"['певший №2 и Потерпевший №1, стал высказывать в адрес последних оскорбления, сопровождающиеся нецензурной бранью, называя Потерпевший №2 и Потерпевший №1 мужским половым органом, лицами нетрадиционной сексуальной ориентации с пассивной сексуальной функцией, причиняя тем самым Потерпевший №2 и Потерпевший №1 моральные страдания, высказывал угрозу применения насилия, в подтверждение угрозы применения насилия, намахнулся']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
410,_id=232667540&_uid=b763f2c1-a3bb-464f-a6e8-e91eda785734,"['нова Р.М., нецензурными словами, унизив их человеческое достоинство, желая сделать это достоянием многих лиц, в грубой нецензурной форме, послал на мужской половой орган, назвал лицами нетрадиционной сексуальной ориентации и иными словами в нецензурной форме, причинив тем самым полицейским Шелегову И.В. и Насретдинову Р.М. моральные страдания.\nОн же, совершил применение насилия в отношении представителя власти, то ес']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
411,case_id=25449652&case_uid=ae07b87d-0379-483c-92cb-b456c89a4f77,"['ть ему за нераспространение заведомо ложных сведений интимного характера в колледже и фотоматериалов в глобальной информационной сети «Интернет», позорящих Потерпевший №1 о его, якобы, нетрадиционной сексуальной ориентации.\nТлячев М.К. продолжая реализовать свой преступный замысел, сообщил Потерпевший №1, что в случае отказа выполнить заявленные им требования, он разместит в информационно-телекоммуникационной сети «И']",ст.163 ч.1,['сексуальной ориентац']
412,case_id=82922325&case_uid=21d3c417-99ef-4722-8713-6d5533bef6a1,"['ой области Потерпевший №1, находящегося при исполнении своих должностных обязанностей, оскорбления, выраженные в грубой неприличной форме, используя бранные нецензурные слова, означающие, в том числе гомосексуалист, человек с низкими моральными и нравственными принципами и качествами, тем самым публично унизив честь и достоинство данного сотрудника полиции и подорвав его авторитет как представителя власти в лиц']"," ст.318 ч.1,ст.319",['гомосексуалист']
